source_id,suitability_score,lcdb_class_2023,subzone,territorial_authority
68a50f26-12c1-47a0-a794-336789133553,8.0,High Producing Exotic Grassland,,Whakatane District
6b95ab76-bc59-4e2a-9b13-f5481d018e75,10.0,Built-up Area (settlement),Tauranga,Tauranga City
00886c3c-e6c4-412d-8120-5bb662b74dc2,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
1f4ea0d9-2fa1-45d6-a196-c607cb529d31,8.4,High Producing Exotic Grassland,,��p��tiki District
4575829,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4588149,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
2e15d639-0611-427a-8f31-76cd794f264b,8.4,High Producing Exotic Grassland,,Whakatane District
0f5e9cf9-60f7-4e09-bf9d-7e7057e4bfcd,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
02e5331c-de6e-4018-88e5-98e121a82331,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
872ad3a5-43ea-4f9a-9d48-6abadfabd698,8.0,High Producing Exotic Grassland,,Whakatane District
4cbd8d20-addf-4bf7-b835-f365f0e9888b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
922f1fdb-11cd-40b7-a2dc-81c6e3899765,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4563f736-44a8-4f40-ac09-8c575b1fd624,10.0,Low Producing Grassland,,Western Bay of Plenty District
56162386-b991-414f-851f-083364e3799a,10.0,High Producing Exotic Grassland,,��p��tiki District
5e6ebfde-3a95-415d-be9f-a748595781e1,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
8466280e-092c-4e15-959b-92e7d541c397,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
15050f2b-d3e9-41b6-a5f5-0856820cea6b,8.0,High Producing Exotic Grassland,,Whakatane District
2b3b6ca5-5ff7-4daa-8a15-60caa7f3ce6b,9.6,Exotic Forest,Tauranga,Tauranga City
2d2e2a4b-798f-43b2-a34f-ed81e542cbdd,10.0,High Producing Exotic Grassland,,��p��tiki District
35a36219-d137-4ea6-8246-434c18c5f77d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
3e0e96d3-2a31-4f63-a68f-0f22b9a5499f,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
0fd46842-1b63-436e-9ed3-700becc03364,8.0,High Producing Exotic Grassland,,Whakatane District
6e956ca5-35cf-48bd-83e7-4d9beba20a62,8.2,High Producing Exotic Grassland,,��p��tiki District
e8875f1c-f761-4bed-b644-2dcfd9da2b0b,8.4,High Producing Exotic Grassland,,��p��tiki District
f8e2118e-0b66-47a4-8299-53321e7fc9b7,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
7ff8e881-e070-44f0-b5ee-9f2eff63acff,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
d8fbb7ab-6502-42b7-9e07-dbcf2fd0acf3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
8134589a-c531-4fe6-8e31-f6c07af48d5c,8.4,Manuka and/or Kanuka,,��p��tiki District
8aca708a-46e0-447b-8d3d-1df6cea533e3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c8f9ada0-8fc8-4827-8003-083c2bfb59ca,10.0,High Producing Exotic Grassland,,��p��tiki District
d04e7161-2811-43af-9deb-5c41314a91e5,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
8fecb361-85a9-46b7-b36c-1098d42917d7,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
3b1c3394-856a-4272-8f57-d704e487194b,8.4,High Producing Exotic Grassland,,��p��tiki District
52810e58-b0e2-4c10-b044-1e8b6419b12a,10.0,Broadleaved Indigenous Hardwoods,,Tauranga City
4568230,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
db2b92cb-26fb-4551-aa93-2ac2790c610d,10.0,Exotic Forest,,Whakatane District
7852555,8.0,High Producing Exotic Grassland,,Whakatane District
722c0233-fa5d-449d-bfd6-0b446c92de27,8.0,High Producing Exotic Grassland,,Whakatane District
e54cd8e2-2953-4df6-aa51-56e1d96a1089,10.0,Deciduous Hardwoods,Tauranga,Tauranga City
GS3C/647,8.4,High Producing Exotic Grassland,,��p��tiki District
9b4fde48-af20-4ccb-979c-be76f790deed,10.0,Exotic Forest,,Western Bay of Plenty District
e7748ac4-23d4-44d1-b4db-ab24b0c94141,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
b63a21b6-b6ed-49c1-b404-496a6410bad3,10.0,Built-up Area (settlement),Tauranga,Tauranga City
0860e67c-ae50-4cc6-8625-3be23098b132,10.0,Urban Parkland/Open Space,,Western Bay of Plenty District
9e4a5c5b-85d2-486c-ac99-899f3e7780c3,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
ca56b7d2-28d5-438a-9f6f-c58224b2b8f1,8.0,Exotic Forest,,Whakatane District
SAPR259/37,8.0,Broadleaved Indigenous Hardwoods,,Whakatane District
4151305,10.0,High Producing Exotic Grassland,,��p��tiki District
f3bbbed9-2b6a-4300-a4e5-ff6ffa7bf104,10.0,High Producing Exotic Grassland,,��p��tiki District
10b8e737-a522-455e-8fb3-fd004f86f1c8,10.0,Built-up Area (settlement),Tauranga,Tauranga City
046369fd-bd0e-44e3-aafe-a334362c6cd3,8.0,High Producing Exotic Grassland,,Whakatane District
457f5cb0-7abb-4d91-80a3-b8a1cc091f02,8.4,High Producing Exotic Grassland,,��p��tiki District
1b8a6f4b-6ebc-4c95-b282-5111957af8db,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
57df11f5-ef86-4ab8-a46f-f59b011a850a,10.0,High Producing Exotic Grassland,,Tauranga City
014ba1a5-ab26-4366-a85f-a2320fa457e9,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
67a951b7-81cd-4ff9-b744-9c6d9013a748,8.0,Manuka and/or Kanuka,,Whakatane District
909ef9c9-d5d3-4f67-b204-b1b5904aa5ec,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cb9f5221-d5d6-43eb-a4a4-19c64140faa7,10.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
b571273a-08a9-4132-8b86-74f68e73c30e,10.0,High Producing Exotic Grassland,,Whakatane District
91fe4701-4e4b-41d0-b5ad-581c2bbca512,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4e82e93f-2cfa-4c17-a47a-4363ecd9d130,8.0,High Producing Exotic Grassland,,Whakatane District
8590d596-59ee-4763-a6ac-3334483e5956,10.0,Indigenous Forest,,��p��tiki District
91136bf5-de17-4162-be01-db12a4c588d4,8.4,High Producing Exotic Grassland,,Whakatane District
85a500b3-76a2-4129-831b-3642df69e825,10.0,Indigenous Forest,,��p��tiki District
0476f085-512d-4b7a-ad52-0fe19a6510db,8.4,High Producing Exotic Grassland,,Whakatane District
4413814,8.0,High Producing Exotic Grassland,,Whakatane District
229eb616-99fe-4031-a865-2379d395c1eb,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
251db811-66e5-4b33-85f9-e42ee3c1e80e,8.4,Gorse and/or Broom,,��p��tiki District
6278ee43-5aab-415d-9b2d-7e7f13c82745,8.0,Indigenous Forest,,Western Bay of Plenty District
6ecac326-a4d3-4d58-94e6-e50c99932df6,8.0,High Producing Exotic Grassland,,Whakatane District
626b1041-9596-4c96-af1e-0696a55fa414,9.6,Urban Parkland/Open Space,Tauranga,Tauranga City
7f9dab68-c457-4630-82b7-b9bd585fead0,8.0,High Producing Exotic Grassland,,Whakatane District
9015e09e-4660-4f93-b61e-46c03cfc4d0e,8.0,High Producing Exotic Grassland,,Whakatane District
9b4b7f27-0e71-462a-b56c-92578bfbe689,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cbf7bdfa-a37c-4a07-8e68-3148e4e4605d,8.0,High Producing Exotic Grassland,,Whakatane District
a2b987d5-5553-4d41-97de-47837d668782,8.4,High Producing Exotic Grassland,,��p��tiki District
4589291,8.4,High Producing Exotic Grassland,,Whakatane District
530a6a81-d119-4427-85f8-85758594657a,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
2a7de3cd-32bb-411f-b179-083a5bbf8725,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
539a07a2-b290-417b-ae54-b16da4ba88bf,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4579346,8.0,Urban Parkland/Open Space,Tauranga,Tauranga City
871406e7-ecd8-4ff5-9118-46e133148e5e,10.0,Built-up Area (settlement),Tauranga,Tauranga City
f11275f7-3ae0-474e-b9a7-d22c19db7343,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
8cdce685-64e4-4469-87a3-615d0c09d576,10.0,High Producing Exotic Grassland,,��p��tiki District
fd2bc3a2-e724-455a-80c1-c78895302c3d,8.0,Broadleaved Indigenous Hardwoods,,Whakatane District
ed06291a-6032-485e-b4b0-a7a35f36a771,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
dbab8c8d-d01c-4836-a40a-8f095401c5cb,8.0,High Producing Exotic Grassland,,Whakatane District
ba334088-a8b8-469b-a6ff-956b99fcd706,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
40f597d0-b805-4788-8521-13923697db85,10.0,High Producing Exotic Grassland,,��p��tiki District
4436873,10.0,Low Producing Grassland,Tauranga,Western Bay of Plenty District
4446652,9.6,Exotic Forest,,Whakatane District
d89b7f3a-883d-4409-b40a-3565e08a3907,8.4,High Producing Exotic Grassland,,��p��tiki District
8f4cf95d-0690-4226-b496-a750902c3d0d,10.0,Exotic Forest,Tauranga,Tauranga City
87b4ae69-e027-41ab-bb05-555196b17114,9.6,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
edf032b2-812c-4f55-8a3a-c8b43a0529a0,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
a03b9c89-d378-4a59-a87d-4a3b036bec63,8.0,High Producing Exotic Grassland,,Whakatane District
4473829,8.0,High Producing Exotic Grassland,,Whakatane District
9c639af3-4c67-4667-b754-9bd13f693317,10.0,Built-up Area (settlement),,Tauranga City
4487802,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
0a20e0a6-37ee-4aaa-8a0b-38b45e2f36dc,8.4,Short-rotation Cropland,,Whakatane District
0b8b52fc-e392-4fc9-936e-76c77b71c22e,8.4,High Producing Exotic Grassland,,��p��tiki District
4522180,8.0,Indigenous Forest,,Whakatane District
e74b1c8e-8adf-47ca-bc4f-39990c54f86c,8.4,High Producing Exotic Grassland,,��p��tiki District
4537604,8.4,Urban Parkland/Open Space,,Whakatane District
4566322,8.0,Indigenous Forest,,Whakatane District
74561d23-6d23-4af0-838d-c1890f059c14,8.0,High Producing Exotic Grassland,,Whakatane District
a7a3f3d0-010a-445f-92ac-3dab04025148,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
41498d96-e946-48ea-bdac-872f19e1f6c7,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
de1dedc6-fc6f-479c-8933-1cbb37a34fe5,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
aeae6081-49bc-4478-a523-e52747cc7b6f,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
f4f17a71-a2f8-4567-b8bb-3aa040fe9762,10.0,Built-up Area (settlement),Tauranga,Tauranga City
5397b4a9-37ba-497b-bf4f-40dea8f33c4c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
502ce0ec-e607-4898-8b1c-e3a6df8ecbe6,10.0,Exotic Forest,,Western Bay of Plenty District
931ba874-107e-4c04-b5f9-03264a1bcbb6,8.4,Exotic Forest,,Whakatane District
74e72753-de68-490d-8c41-4566856468fd,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
633400ac-6b91-444f-ac16-aa7325ba3cfd,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4f0f7b26-e061-4197-88af-adf97b3d6ff7,8.4,Short-rotation Cropland,,Whakatane District
4f304843-f99c-4c76-8ea8-2f6675867ead,8.0,High Producing Exotic Grassland,,Whakatane District
f8332c59-4060-4bea-8a44-74518d849f70,8.0,High Producing Exotic Grassland,,Whakatane District
0762ca89-7835-4333-9d7d-eba463fdf7c3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e9f80f55-e578-4d50-9d80-22ceeb3d00fa,10.0,High Producing Exotic Grassland,,Tauranga City
4570829,10.0,Forest - Harvested,,Western Bay of Plenty District
12b58b9e-da2f-4746-b958-ec4d18aa86bf,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
e7b63b10-f81a-406c-8af4-f1a0d55e1450,10.0,High Producing Exotic Grassland,,��p��tiki District
10359c7c-0704-4201-a3d6-29c56e5a7ac6,8.0,High Producing Exotic Grassland,,Whakatane District
777e6fd1-d659-4d91-a114-710c7beb7893,10.0,Built-up Area (settlement),Tauranga,Tauranga City
187142bb-deaf-4642-bac8-82eeb590abe8,8.0,High Producing Exotic Grassland,,Whakatane District
187b996f-c54a-455f-9b2d-a96b4592024b,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
22f50513-1620-4b2a-88a8-2c46d1668ecd,9.5,Short-rotation Cropland,,Western Bay of Plenty District
4274009,8.0,Exotic Forest,,Whakatane District
619fecb7-7c5e-49f9-903f-748a37f494b2,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
47866829-c795-4885-8110-8ce9e52bfdfb,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
55e5af23-49ec-49c2-a876-c08d13c69209,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
179b78bc-88e7-4647-9bd2-cb3cdf7efbcf,10.0,Indigenous Forest,,��p��tiki District
167dbd9d-29c5-4d51-9d75-b3427e49cc00,10.0,High Producing Exotic Grassland,,Tauranga City
89ee737b-750f-49c5-b211-a9b80d09569a,8.4,High Producing Exotic Grassland,,��p��tiki District
33913432-8a15-44d3-8df5-3e013afe32df,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
1d2bf3e0-f6d6-4b0c-9269-1fe879867a18,10.0,Built-up Area (settlement),Tauranga,Tauranga City
14efef6f-b645-460f-bfe2-3dfd06265c53,8.4,Short-rotation Cropland,,��p��tiki District
ed1d7753-7c3d-4172-8ea6-e2ff87d96d05,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
159cdada-65e9-4d71-9ab3-389c36eac31d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dcacbf72-b203-49ce-9e8d-eb30ae10b408,8.0,High Producing Exotic Grassland,,Whakatane District
920d92cb-fb22-4b95-8f42-53b16915da29,10.0,High Producing Exotic Grassland,,��p��tiki District
cceef18b-ffd0-4ba9-bdf6-d0c3c60b29fc,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
f10a5969-a7c7-4232-a417-4f9e19a2c5cb,8.0,Indigenous Forest,,Whakatane District
24140ecb-9541-4e19-a536-5e14b33ec7b3,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
394833ec-9591-40cb-ba2c-01732a4a02f0,8.0,Broadleaved Indigenous Hardwoods,Te Puke,Western Bay of Plenty District
64737287-c705-4716-83f4-aec5cffe7f27,8.0,Indigenous Forest,Te Puke,Western Bay of Plenty District
818039ad-ad44-4250-9516-c7b1baabd6ee,8.0,Indigenous Forest,,Whakatane District
d19cf5d1-9297-42c5-9894-41e22d41bd84,10.0,Exotic Forest,,Western Bay of Plenty District
f98038fb-e60c-461b-b774-5de88b487846,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4569233,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
1ca3accb-9dae-465c-a626-5b0e6c4e0a2e,8.0,Indigenous Forest,,Whakatane District
336e430e-5b2e-47f1-9e08-3d33b1f830b4,8.4,Short-rotation Cropland,,��p��tiki District
1dcd03ee-ef16-444a-aeb4-8f900a0bf99a,8.4,High Producing Exotic Grassland,,��p��tiki District
621e41eb-43e0-4fed-af14-8093d27629ad,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
54f0ecf8-c17a-48a4-902b-b9df0ab5961b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
8a855b7d-f306-422d-9eac-712f897f4d10,9.6,Indigenous Forest,,Western Bay of Plenty District
10737496-2ffe-4067-bffd-e7ae9a056acd,8.4,High Producing Exotic Grassland,,Whakatane District
1f3da74d-adc7-474a-b6a4-a8997be196d0,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
a6e8f09f-2656-4c57-a328-e498ab706f9f,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4603609,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
35d7a16b-9ee9-43b7-b215-03888d5c315e,8.0,High Producing Exotic Grassland,,Whakatane District
1d124db4-1adf-405a-afda-d554d6034c0c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c364f37c-6956-496d-8081-65a001c7337c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
46f36f23-d032-4b22-90a6-ddbb48cf0c9c,10.0,Built-up Area (settlement),Tauranga,Tauranga City
88d08d20-b374-41f2-aeb4-1d6246f81455,8.0,High Producing Exotic Grassland,,Whakatane District
42ee5332-e340-4383-9b85-5e55be9f783d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
0012dc47-38c8-42e4-9eaa-21337ac97982,10.0,High Producing Exotic Grassland,,Whakatane District
748c27f3-da7b-449d-8a53-e403e90e0b7d,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
c94cfb2c-46f3-4fca-af88-7eae151a6a15,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
55356133-fc82-4382-8d6e-32c8bd8ba8a9,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
3642cffa-ee10-405e-a645-ec928f274918,8.8,Exotic Forest,,Western Bay of Plenty District
d39bd701-183b-4015-9e0f-7ab77110de1b,8.0,High Producing Exotic Grassland,,Whakatane District
5c2d0f7a-c0ad-49e5-b41a-323b1238aff5,9.6,Urban Parkland/Open Space,Tauranga,Tauranga City
0fba82dc-a72f-4919-bef4-63759284e675,10.0,High Producing Exotic Grassland,,��p��tiki District
9dc8bb51-4433-42bb-8033-657d1d99dbde,8.4,Built-up Area (settlement),,Whakatane District
274062bc-dcd0-4b4b-8e37-873ded6997d7,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
7e9b8ccd-b326-4756-941f-1bfcfcb53e2b,10.0,Gorse and/or Broom,,��p��tiki District
a4d9bde7-f481-42e5-8ad9-1b1a3e13794f,8.0,High Producing Exotic Grassland,,Whakatane District
07163709-959d-4a0b-af9f-19966ffaae8a,10.0,Manuka and/or Kanuka,,��p��tiki District
18d106cb-b140-4a61-87b0-2f20382d3cdf,10.0,High Producing Exotic Grassland,,��p��tiki District
bba88c10-e1fc-40b0-823d-18b6843e86c7,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
676f7073-35e7-4d4b-b095-cacc3f02d9ef,10.0,High Producing Exotic Grassland,,Tauranga City
3cc1e306-9709-4c7f-bb29-de21f7028899,10.0,Exotic Forest,,Western Bay of Plenty District
2311d315-89d1-44ab-b6ba-546526bdc135,8.0,High Producing Exotic Grassland,,Whakatane District
bd900c51-3c15-4aa9-8de2-95a5aaf83261,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
eb0234af-4106-43c3-9b06-c773ab5f92bf,9.6,Indigenous Forest,,Western Bay of Plenty District
8e396c9e-d2f4-46d9-90b8-d35cb2fa30d0,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
77d25efb-2a4c-49d9-b6d7-f9b3dcc8ede4,10.0,Built-up Area (settlement),Tauranga,Tauranga City
d560a49b-1731-46d6-b7e2-9de0fa2e70df,10.0,Built-up Area (settlement),Tauranga,Tauranga City
1361c5a3-9eb1-4a46-bba8-ebfcd962aee0,8.4,Short-rotation Cropland,,Whakatane District
a372b78d-a100-4d56-be57-805f0d1ab959,10.0,Urban Parkland/Open Space,,Western Bay of Plenty District
4c1bfd08-08e9-47ef-955f-daad4fdb322f,8.0,High Producing Exotic Grassland,,Whakatane District
ddd966c9-2283-47c3-bb53-2a875d8f0a6c,10.0,High Producing Exotic Grassland,,Tauranga City
dea9a46d-5639-463f-ad14-8c4f48b82366,10.0,Built-up Area (settlement),Tauranga,Tauranga City
72174bee-0c51-4573-8d56-4adea3e9e399,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
c3aabb94-f8ac-432a-a8ab-1f3df5296ca5,10.0,Indigenous Forest,,Western Bay of Plenty District
e5a55fe8-88d7-4df4-ad6a-2dbad94aeec9,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
f9922e9d-397d-47fa-9bba-0629506b5dc5,10.0,High Producing Exotic Grassland,,Whakatane District
82750e63-582b-4550-ac8a-6bf148993e02,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
586be560-23f1-483b-b287-8b0f1555bf5e,9.6,Indigenous Forest,,Western Bay of Plenty District
5c8a84bd-5b43-4745-872e-d859611794ca,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
58a8e796-c713-4d50-bc70-0782d0440bc8,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
73286b6b-2edf-4b18-b52a-e5dc52cb9a59,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
0a76cbe5-18b6-4d24-b33f-26228af99819,8.0,Mixed Exotic Shrubland,Te Puke,Western Bay of Plenty District
796e4f75-e72c-46d4-84ec-bffb75467413,8.0,Indigenous Forest,,Whakatane District
95c34c6c-8b6b-4f14-9136-a71abd954d5b,8.0,High Producing Exotic Grassland,,Whakatane District
96c4b416-379a-4984-9f43-4dda2836ee97,10.0,High Producing Exotic Grassland,,��p��tiki District
9505e4c5-bec4-406d-ad9e-fa45a6df3397,8.4,High Producing Exotic Grassland,,Whakatane District
918de443-3687-478d-a1a3-8ac8780d5ee3,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
12e2a00e-c1ff-4dc2-90a7-0afcc29dff8b,8.0,High Producing Exotic Grassland,,Whakatane District
4150391,8.0,Indigenous Forest,,��p��tiki District
a26b677b-ee3f-4a34-bf68-cb37ef288606,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
